Radius (A°),Coil diameter (A°),Pitch angle (deg),Pitch length (A°),Number of turns,Total length (A°),Yield stress (GPa),Failure strain,Toughness (GPa)
5.332826672,7.088333598,39.7542387,27.8717864,3.809185786,106.1688126,22.80938737,0.399900409,4.099531728
2.711720109,3.984234282,60.77960816,30.46087878,3.809786523,116.0494454,45.91559405,0.155513709,3.384999507
3.992425082,6.379850689,51.01384929,30.9928909,3.811093525,118.1168058,21.7434503,0.314184377,3.341827189
5.321311654,9.774818973,50.96609437,41.23860223,3.813031888,157.2441053,22.39864509,0.321081763,3.303348708
3.577038782,5.671065255,69.3649339,59.6833593,3.81535711,227.7133292,32.40177092,0.260551546,3.255760852
7.130000725,10.23111929,41.11672701,39.10379712,3.815839113,149.2137985,14.3692654,0.904486404,6.889779191
4.304676693,7.44806276,37.93135578,21.07936066,3.820920801,80.54256762,18.23556212,0.771837221,6.864932603
5.148225504,8.373958715,43.75081726,30.96664419,3.822803666,118.3794009,14.97943465,0.42917604,2.854622311
4.012411829,5.410567071,66.714119,58.57838363,3.826458906,224.1477777,34.74603578,0.190135523,3.195015998
4.850397414,3.248586546,49.93152628,36.23179294,3.830751947,138.7950113,42.85250338,0.214435066,3.003037854
3.514604229,5.902731394,44.39260739,21.61960193,3.8359956,82.93269788,26.19186157,0.536685614,6.591719815
4.60921962,7.102990274,44.44481863,28.40470869,3.838477354,109.0308311,25.6652471,0.27855474,3.341876535
4.739271473,8.740339173,47.09360482,32.03747224,3.839088709,122.994698,17.58921733,0.280951068,2.935383828
4.689016342,8.890401609,48.41694943,33.20358135,3.839114836,127.4723618,16.34933516,0.524165148,4.962499551
4.032996064,5.226377825,37.33322428,19.32718561,3.842390383,74.2625921,32.90719295,0.353923247,4.840920572
4.010295922,7.083247738,56.58718925,38.19532648,3.843563272,146.806154,28.21823314,0.239619217,3.093957885
7.532785304,12.75515487,39.01801501,38.35163229,3.845246386,147.4714755,21.96120202,0.410016452,3.414680383
5.895346924,8.407895171,45.3472016,37.49322942,3.846768578,144.2277768,22.84871515,0.310700983,3.219814752
3.570511522,5.740891636,51.68914435,28.39554309,3.850476627,109.336375,39.1993266,0.149485796,2.807444406
6.191517125,5.123812765,53.89895638,53.34653311,3.851052858,205.4403188,27.83250354,0.290019335,3.733343044
3.826584178,4.760822182,63.60293504,48.44081683,3.853174011,186.6508965,41.47052396,0.140535141,2.837518317
4.344616501,5.093734972,45.7643703,28.0362771,3.855477495,108.0932354,43.58630245,0.186791405,2.935273111
4.314565035,5.908990516,47.4920273,29.57624956,3.855607411,114.034407,28.22060111,0.364844741,3.598295614
4.912915829,7.879420741,44.61247414,30.45399153,3.855848031,117.4259633,20.73885943,0.590014276,5.04776042
3.651108209,5.31733332,50.70300053,28.03091823,3.858709483,108.16317,33.80743468,0.215377464,3.648661811
4.459433899,5.960345074,52.63435475,36.69349607,3.859120677,141.6046294,27.74406063,0.265027101,3.371354704
6.77767418,11.18949313,35.91115629,30.83931487,3.859158184,119.0137944,14.03857262,0.813284389,5.064776638
2.882410256,4.222720114,69.59087658,48.67452787,3.860212066,187.8939998,49.73501713,0.350573801,5.437294481
6.658389183,12.2314748,48.02704,46.50758678,3.865573625,179.7785008,29.14787551,0.360163916,3.373647392
5.992533861,6.915802447,55.92797846,55.67060611,3.866805426,215.2674017,35.71955619,0.404934711,3.127210711
4.331871831,7.241148919,36.79212542,20.35579697,3.869786643,78.7725912,21.58372763,0.470376418,4.82934312
5.225546757,6.675103813,39.76754342,27.32399462,3.872089802,105.8009609,21.04700591,0.564824665,4.971086086
3.849998338,6.157004826,53.24872596,32.39317494,3.872509912,125.442891,20.39030367,0.351066896,4.117479802
4.645275153,6.060637197,44.01251757,28.1980043,3.872982268,109.2103706,36.09495096,0.174738593,2.846289843
2.691393485,3.666154112,61.85395874,31.60943751,3.875793477,122.5116517,30.90919621,0.1850035,3.155776773
6.352185151,5.430519975,47.48531442,43.53385034,3.87683731,168.7736553,24.21013126,0.437648749,4.694303587
4.5579039,4.767038524,63.38268994,57.14594461,3.88576781,222.055872,40.37100876,0.265515448,2.988200267
4.543220225,6.892932722,58.22051513,46.07664442,3.886122654,179.0594917,28.90717932,0.265939451,2.871685272
11.65406047,15.96236991,37.23510706,55.65126292,3.886496558,216.2884418,11.23601679,0.629965219,3.029929799
3.610594136,4.837895088,39.21998426,18.51545596,3.889744452,72.02039212,35.50038731,0.222174762,3.790492962
3.137868648,2.972525723,57.33876651,30.7562849,3.891690304,119.6939357,31.36996413,0.27016997,3.806130942
4.732699936,8.269295477,57.99914337,47.58665365,3.894814327,185.3411804,27.78851075,0.234959786,3.00115242
4.482303228,3.032163626,42.3015417,25.62787256,3.895807804,99.8412659,46.13839896,0.322061014,4.73386993
5.132850441,9.007045697,42.98125974,30.05450277,3.899782255,117.2060166,27.17769395,0.851040712,6.68294797
4.011985102,5.742818563,47.92532478,27.9230983,3.904776033,109.033445,34.62399453,0.260037881,3.087549521
4.698417717,6.51187147,51.69040917,37.36724463,3.905433628,145.9352938,27.66757247,0.239034764,3.335032684
3.175369353,4.992891168,44.13699421,19.35927981,3.905538397,75.60841064,31.35217788,1.004628191,13.68596305
4.423767913,4.955440204,44.10237806,26.93780859,3.909041392,105.3010088,22.75937779,0.49026254,6.090815899
4.160570247,6.182639687,54.63943119,36.83851743,3.90954712,144.0219197,42.23082727,0.269795772,3.281471702
2.183912182,2.552758261,53.51094118,18.55152512,3.917536558,72.67627786,52.67588607,0.144527811,4.170723341
5.14651048,9.518885116,49.09355696,37.32177108,3.91993188,146.2988003,32.59581718,0.298956856,3.273980222
4.1162339,6.117714281,60.54422349,45.79524209,3.921507563,179.5863882,32.22159953,0.185388363,2.859715113
2.742807693,3.583806784,58.82726002,28.48658311,3.924537799,111.7966722,48.9274766,0.124605621,3.306037984
3.314733414,5.037753722,66.68611811,48.32771442,3.925343464,189.7028779,37.75605693,0.365322585,3.781960977
2.902240658,4.382777763,64.69159432,38.56246544,3.92919049,151.5192725,34.37045127,0.555917819,6.865512328
5.608904629,7.998765614,45.87671945,36.33714781,3.929363927,142.7818778,25.16869712,0.394540375,3.35376737
3.596010288,6.634251601,54.40422673,31.56444183,3.930655252,124.068939,20.91902076,0.309398434,3.26713457
2.993783214,5.109063001,68.464816,47.66736188,3.930702774,187.3662316,43.80045113,0.13474264,2.802421773
4.23955905,7.803733785,38.16116665,20.93276901,3.931169545,82.29026404,22.67903955,0.924216975,9.243467801
4.894617645,8.480599511,43.44787926,29.13113309,3.933308581,114.5817358,26.87997771,0.37534821,3.93086291
4.301124785,6.086684921,45.68693728,27.68067637,3.935161517,108.9279324,39.83174855,0.32990916,4.064997933
3.434024119,3.270660465,51.70973855,27.33027616,3.937536089,107.6139487,45.77702887,0.168737573,3.221781722
4.857495756,8.419329719,46.51213572,32.17559083,3.938850197,126.7348323,21.3360207,0.605222054,4.912725879
9.105185612,9.35209234,40.74864978,49.29256885,3.941807508,194.301818,17.24648552,0.519700254,3.533940863
4.601743788,5.189463312,66.73657491,67.2547936,3.945786468,265.3730545,30.13104059,0.214619648,3.539418769
4.162768522,5.300333251,53.61501542,35.49585586,3.950511857,140.2267995,30.5462095,0.265315121,3.519478963
3.715121429,7.251821442,60.50636525,41.2689497,3.951624564,163.0793954,20.93207824,0.249575182,3.221291171
4.308627083,3.332727653,52.56009417,35.35751358,3.952140352,139.7378562,46.77511472,0.320652548,4.075775033
2.92087782,2.587719805,43.17044554,17.21626035,3.952677064,68.05031741,46.85464782,0.465459958,6.430480025
3.357989656,5.216673699,66.4105051,48.31755403,3.953030998,191.0007888,41.7719287,0.430316303,5.899970882
4.993939892,7.970539439,42.74078378,28.99602727,3.954436181,114.6629393,25.24957932,0.325607411,4.1279188
8.116908659,12.04437016,41.73447657,45.49445804,3.954922791,179.927069,15.47663654,0.494742841,3.018467197
5.593530388,6.960118203,60.28244061,61.57222018,3.957018832,243.6424348,22.47275077,0.210291043,2.915534182
2.595508464,4.469800726,68.2022576,40.77772009,3.957147769,161.3634641,29.41564432,0.260352773,4.225341915
3.219096537,5.724507488,45.07222408,20.27723659,3.962030082,80.33902135,25.47356277,0.773281413,8.34174705
3.442056959,4.563807736,40.42088868,18.41968921,3.962853763,72.9945347,37.42086712,0.28576879,3.691344399
3.813671595,6.527926089,39.64487818,19.854729,3.965570091,78.7353195,23.6004439,0.339264,4.044556559
7.252070312,13.64130217,51.31351334,56.90329071,3.968617873,225.8274165,17.21075155,0.539376635,3.272503085
4.454897815,6.068225429,53.76036743,38.18932607,3.972319095,151.7001892,20.2404447,0.350524858,3.495980139
2.901913174,3.330715282,56.20140389,27.23795966,3.975026297,108.2716059,46.14671399,0.215508104,3.656680519
3.55487758,6.313431724,53.9533301,30.69020296,3.975606692,122.0121763,27.40483823,0.215763036,3.073848277
3.329237889,3.269103459,53.77638822,28.55642159,3.976794773,113.5630281,41.04157689,0.154298446,2.866468115
4.054616229,3.649975706,55.45889469,37.01076101,3.979026804,147.2668101,42.8648737,0.260729497,3.300281799
3.594843671,6.572364223,58.26440736,36.52081649,3.979222415,145.3244516,34.98046587,0.213386779,3.288119334
4.19787339,2.692732079,44.64549055,26.05162373,3.979797833,103.6801957,38.04589334,0.393740609,5.003381045
3.780757286,6.149567393,49.4910526,27.80497045,3.980171874,110.6685613,36.02418974,0.489740918,5.859006268
3.657458477,5.428283793,41.82666027,20.56617816,3.983500345,81.92537781,25.97179495,0.269280388,3.997996521
5.106174696,3.051123063,46.45088549,33.75048274,3.984324416,134.4728724,44.03822354,0.215134722,2.892845618
2.517658886,3.05793127,52.19814526,20.39226221,3.989921877,81.36353314,24.48119448,0.232926658,5.550879413
3.476821901,3.945431801,59.60142884,37.2369086,3.992750253,148.6776762,45.05343416,0.139861462,2.97829117
3.588628363,6.266324373,52.84414282,29.75348742,3.994431481,118.8482668,27.94983734,0.350408127,3.92036819
3.573402239,5.300898872,42.29986401,20.42996774,3.996756626,81.65360894,21.95185008,0.943692543,11.29491588
7.467480613,9.910518385,43.8629219,45.09326056,3.999330578,180.3428558,14.5544895,0.535296837,3.149036769
4.402484374,5.781162601,52.35603354,35.8623913,4.005446168,143.6448778,33.30614366,0.289139382,3.948288989
3.106746659,4.195154674,62.93325334,38.20059732,4.005673929,153.0191368,38.88603827,0.220677811,3.057849214
4.019866601,2.743558833,46.74597663,26.84580663,4.008043281,107.5991549,40.01870222,0.13639405,3.171185049
2.820864435,3.592100494,58.06604776,28.43724362,4.009621787,114.0225916,42.88089335,0.180238276,3.842347892
3.04576004,5.420760832,46.36071915,20.06834038,4.010395383,80.48197961,29.39351905,0.592225396,8.552773748
6.661226745,6.287219525,50.1021954,50.06038769,4.016293898,201.0572296,19.44416781,0.539644546,5.029065484
4.028418936,7.327332991,38.36711762,20.03785033,4.019353376,80.53920137,23.1268512,0.576403269,5.662702274
2.754584384,3.362914863,64.96053521,37.04954329,4.020274754,148.9493435,47.13451637,0.145266154,2.780279195
3.600130862,5.904067991,51.11307631,28.04672718,4.021236419,112.7825208,33.62620567,0.518403245,6.130938405
1.798930884,2.389231432,74.99172717,42.15908035,4.022387149,169.580143,59.40008071,0.124594506,3.79593827
3.412826048,2.896533766,51.4813991,26.94011491,4.022593458,108.36913,39.04117025,0.269876037,3.74731072
6.188364384,9.882540985,43.62456759,37.05924241,4.024275425,149.1365985,18.73965467,0.535883088,3.619318696
3.089722734,4.73161837,44.53466061,19.10049593,4.025604563,76.89104359,31.47964061,0.540914032,6.528392228
3.01952914,4.180063908,71.3592639,56.24262438,4.026288905,226.4490545,47.17549281,0.334924792,4.109096995
7.634293892,7.399543768,44.3481405,46.88844945,4.026596517,188.8008673,19.73733038,0.425092165,2.908777555
8.411214605,12.36828343,41.57092701,46.87379945,4.027905366,188.8032283,13.30507212,0.488582016,3.067407792
2.600075611,2.772970743,49.94582211,19.43204294,4.030607249,78.32293313,38.69022691,0.166611125,3.480718632
4.086129754,7.367497934,38.57138669,20.47422966,4.031322547,82.53822366,18.70602465,0.453879584,4.287105606
9.20113962,14.34680434,39.28366222,47.29143202,4.032470461,190.7013027,14.53043156,0.64537309,3.636751937
4.038758939,4.59154212,65.85982896,56.62282348,4.03264658,228.3398355,33.45359977,0.360052604,3.603434295
4.422170263,5.619874013,45.559292,28.33313211,4.033500446,114.281701,31.89846478,0.196957003,3.008172684
2.362325587,4.08179604,63.32861709,29.54863758,4.034140908,119.2033676,39.57386592,0.379970624,5.440464219
3.631827854,3.165874188,48.60691662,25.88988207,4.035540338,104.4796634,44.11983092,0.215082148,3.375298067
9.363465852,12.10197492,44.87467359,58.57557733,4.038221598,236.5411615,17.7094441,0.435054994,3.168921165
3.556631748,4.383684809,64.45714401,46.76136543,4.040322561,188.9309997,42.5577083,0.160729129,2.922261675
6.813987732,5.752402447,49.55882917,50.23257185,4.041461374,203.0129989,21.17786057,0.349749994,3.31701949
2.778936945,2.64091669,45.53639196,17.79060009,4.042597489,71.92023526,47.00888072,0.142280418,3.135079704
3.715669655,3.896555778,64.08641804,48.05069382,4.042698289,194.2544577,37.28374639,0.424918938,4.286131408
4.861371187,7.940600874,43.30736619,28.79146904,4.044798079,116.4556787,20.25721133,0.769753422,6.645194378
4.028192669,5.584136953,50.32910649,30.51742996,4.045356762,123.4538916,23.1256161,0.306042624,3.699828861
3.095954636,2.285894957,39.40147423,15.97926629,4.045489568,64.6439551,46.26559904,0.149879313,3.411910979
5.746351439,6.806713005,54.65636247,50.91120993,4.050578878,206.2198716,25.88280595,0.278541016,3.372732508
3.854765491,3.647394598,55.35891038,35.05537525,4.052350909,142.0566817,47.70646824,0.220129694,3.170220003
3.82671007,5.111069071,39.32820605,19.69950157,4.056929364,79.91948638,21.42253032,0.465287723,5.846144269
2.503302134,2.990461097,69.88135116,42.9374143,4.056964627,174.195571,63.97725874,0.120209973,3.832030139
7.830916176,6.499430086,47.62577815,53.9329782,4.057771358,218.8476942,19.68348409,0.459325738,3.890221816
6.194968817,11.80095588,58.25515635,62.91335709,4.05860907,255.3407217,24.94702486,0.374741606,3.010145421
3.377462725,4.231204203,65.79175586,47.20119965,4.060877451,191.6782873,27.99000793,0.185284316,3.088768803
5.367314338,7.810197511,46.75099413,35.8507341,4.062402022,145.6400947,32.48802563,0.288178398,2.860740955
4.429367,7.617283086,44.87610716,27.71043512,4.064709284,112.6348629,31.80811396,0.206176069,3.158132706
5.550806398,7.438565574,60.00806229,60.42793001,4.064743065,245.6240095,22.39033897,0.434907915,3.742714715
2.408491204,3.277630837,61.72932413,28.13951684,4.065360805,114.3972888,53.60816143,0.309978218,6.344548977
4.422932717,3.254386915,50.70687147,33.96118366,4.065591821,138.0723105,46.38860401,0.125623284,2.88244268
6.409218659,5.407289123,56.18312086,60.11674999,4.066355827,244.4560966,37.28344567,0.280300694,3.742578763
6.418322674,9.151081548,41.36630466,35.51135508,4.066514273,144.4074323,20.42944357,0.435100305,3.798694146
4.485265036,8.391551094,47.53562911,30.79340672,4.068251122,125.2753115,19.62910195,0.464642711,3.910667425
3.97682205,2.043585581,43.67105389,23.85406086,4.07270968,97.15066459,52.42728437,0.414256286,5.221419345
3.754796601,4.947932716,39.74041307,19.61465106,4.079705414,80.02199812,27.45893157,0.311348885,4.174552958
3.717849385,4.570345739,66.6213149,54.03677291,4.079749893,220.4565185,43.43633735,0.369806098,4.028965304
4.277973046,2.596754963,43.28521568,25.31667668,4.079853012,103.2883196,39.97714593,0.434399605,4.493604109
4.360551321,8.091478439,46.99772285,29.37857989,4.081564578,119.910571,20.43540592,0.304954616,3.331029512
4.077717849,2.572737238,42.3728735,23.37300513,4.083270633,95.43830545,50.76365111,0.365598691,4.780680851
4.043538852,7.398252792,62.60075046,49.0153002,4.083675092,200.1625605,12.37557644,0.314722866,3.632888445
3.819144885,6.936596638,39.31793025,19.65336524,4.085006606,80.28412684,24.58578947,0.381915613,4.34019869
3.314441349,3.595866642,66.97160063,48.99367996,4.087902264,200.2813752,15.23303418,0.389586294,4.757255538
4.58328678,5.147938925,65.35196204,62.76042559,4.088429713,256.5915888,40.78727926,0.189969691,3.031005292
1.9860347,3.232885,57.69538789,19.73571385,4.091609203,80.7508284,31.21067733,0.205238738,3.565309094
3.596453342,4.302687604,37.73302247,17.48590068,4.092457979,71.56031375,37.69092238,0.207719496,3.279900979
6.252800595,8.434271307,41.93392061,35.29266854,4.09515481,144.5289413,17.0601987,0.399784795,3.42093427
1.925227193,2.935029738,57.83758183,19.23698163,4.106206713,78.9910231,42.85308208,0.429977272,8.12795217
4.581637399,7.334595206,44.36188575,28.15309457,4.106773185,115.6183739,22.52881118,0.810050044,7.304739965
3.701088364,2.987063759,47.29811489,25.1991311,4.109801995,103.5634393,46.19471151,0.285176463,4.017982565
3.534727654,4.637088877,49.91025768,26.38403519,4.114316857,108.5522807,42.36462878,0.188602335,3.218666063
4.7437533,8.048296508,45.27898353,30.09756406,4.11767718,123.9320527,22.5598418,0.305212978,3.716695448
5.794648548,6.144349737,54.88032854,51.76676538,4.120094146,213.283947,29.32644022,0.300560246,3.389430306
3.937244087,4.389962161,34.1519681,16.78192295,4.121660572,69.16939014,38.5864467,0.481934795,5.456739424
4.549522243,3.340654828,50.07558991,34.15828076,4.121960321,140.7990779,46.50100602,0.205443735,3.168026533
4.910131148,8.711970582,51.34569877,38.57167932,4.124092641,159.0731788,22.07315387,0.330063964,3.763679585
3.627486136,2.607303507,47.80485412,25.14053863,4.127870611,103.7768906,41.35141882,0.230644667,3.462150806
4.91841574,2.336416842,45.08790993,30.99829432,4.129364499,128.0032561,52.95822489,0.181092918,3.305113055
5.359995783,9.582572256,41.00374922,29.2795748,4.130223542,120.9311891,14.96977855,0.533046593,4.217560729
4.277699092,3.196661873,52.03003481,34.43892492,4.138315628,142.5191412,44.53901506,0.294676176,3.671833272
3.397420284,5.339536568,66.7732845,49.74133201,4.140798756,205.9688457,52.98558977,0.21959139,3.936943015
5.357043327,5.937775782,45.31016506,34.02570559,4.143404861,140.9822739,39.61136943,0.216120518,2.845549309
5.045203149,6.049467723,62.6315964,61.2380269,4.145625592,253.8699315,38.77800502,0.190144955,3.075294377
3.532680373,2.818133666,49.84413033,26.30706674,4.14642687,109.0803284,42.95129493,0.80398825,8.546770266
3.305989316,5.755660955,69.25424286,54.83939248,4.146596959,227.3968581,40.43749197,0.349626244,4.244965702
3.801299871,2.750058886,45.26292387,24.10448805,4.148367638,99.99427818,48.09095665,0.417591253,4.873983541
4.064180488,6.945146505,37.1562809,19.35218485,4.150209045,80.31561258,24.84712316,0.555766234,5.742244492
3.558405631,3.818226166,63.43379189,44.71398674,4.151794804,185.6432978,42.07187972,0.155257789,2.919154118
3.837136259,6.79297024,38.90208815,19.45531498,4.156537483,80.86674596,23.34322671,0.432920648,4.544968571
2.973431329,2.364133318,41.37548438,16.45674339,4.156994295,68.41058839,48.25526714,0.505324512,7.903563922
4.238382329,2.300904391,39.5221029,21.96978407,4.158112483,91.35283341,49.98692893,0.375388563,4.520063778
4.309473036,4.890255205,46.59896401,28.63231779,4.160620935,119.1282208,28.9839218,0.319616699,3.867883223
4.421196573,7.230476779,43.89552225,26.72833779,4.162010173,111.2436138,33.491019,0.197363221,2.958999129
3.877931056,2.429045855,44.29600433,23.77423156,4.163134359,98.97532025,42.51101527,0.236604552,3.462500119
4.658119376,2.978723478,47.52668596,31.97011032,4.163865557,133.1192412,49.28721714,0.355183496,4.145641942
2.663202624,5.11053158,70.6315496,47.60069677,4.166802948,198.3427236,38.64410752,0.205217337,3.149631467
2.638262249,4.427360279,65.2154409,35.90065142,4.168067737,149.6363469,49.97578515,0.14523399,3.151800218
3.159891676,5.124370906,44.18049075,19.29420211,4.168975174,80.4370496,30.59198938,0.811541594,11.55683303
5.503265802,7.862171821,45.74145722,35.48476304,4.169720763,147.9615532,24.67294774,0.284934524,3.249471167
4.349633287,2.902011814,50.66163148,33.34460501,4.173778445,139.1729937,42.42310723,0.254168746,3.667630098
2.291356462,3.93073454,72.49523509,45.64826759,4.174148979,190.5426696,56.90606259,0.114772019,3.350267708
2.660282905,2.529391181,47.95723014,18.53609961,4.174616092,77.38109972,29.62696409,0.333908809,5.302407703
4.412640718,4.81167247,41.78725632,24.77830955,4.180990408,103.5978746,41.35803931,0.310163415,3.783723322
2.943665375,4.817130745,67.53434471,44.72813139,4.182713092,187.0849407,41.21796914,0.26952822,3.572399008
3.697315016,3.552389121,56.55682913,35.17383533,4.182899382,147.1286141,41.66072254,0.410304382,4.693208934
4.054366796,6.768491725,53.91437519,34.95245412,4.18370182,146.2306459,38.77828466,0.200356836,2.926900584
3.741255499,5.559843897,50.77183861,28.79352525,4.189761423,120.6380013,28.71563031,0.454915616,4.865850513
3.633302711,5.52839252,50.31719592,27.51411708,4.193457198,115.3792723,27.31072155,0.34496973,4.207921685
3.943274145,2.760582856,43.63956338,23.62681724,4.195875809,99.13519089,46.94033611,0.381634314,4.753768846
3.59882465,5.696359534,52.35864437,29.3185866,4.197219979,123.0565574,21.99429285,0.280068628,3.158103672
4.896329873,2.802968504,45.38820606,31.18428705,4.198998219,130.9427658,48.21757256,0.180366359,2.941630081
3.502609311,4.408662655,63.55638702,44.24930446,4.205043019,186.0702288,43.72951576,0.305084552,4.078593281
4.541748141,6.06099744,50.99957511,35.23928768,4.210681605,148.3814204,30.02217943,0.290501797,3.801634432
3.75690804,2.49577809,45.86990429,24.3332423,4.214990456,102.5643841,51.82404366,0.187148501,3.592232723
4.022695486,2.505996758,41.87887118,22.66144775,4.215400114,95.52706943,46.3008586,0.598359831,5.526000507
4.848121396,2.671768101,44.90488833,30.36067926,4.217880495,128.0577168,47.89914681,0.234180335,3.413481849
4.339203135,5.344346874,51.93726469,34.81770298,4.219374938,146.9089434,23.48213604,0.37990706,4.661209872
4.537114774,7.65225231,43.3192481,26.88222717,4.221630798,113.4868382,35.37112733,0.351071423,4.230329414
2.662792432,3.900436246,64.77157325,35.5090588,4.222032617,149.9204044,43.78653964,0.315190318,5.082474505
4.29781237,6.932835289,44.63405636,26.66119183,4.222550557,112.5782304,28.96301593,0.28965387,3.926966738
5.196814235,2.778379132,51.04334777,40.3849716,4.223465814,170.5645469,42.84430244,0.195099588,3.062056962
4.50468441,3.131075428,60.77179969,50.58514833,4.224657108,213.7049065,47.99471638,0.224917553,2.945733727
7.282266372,10.29565596,43.56847441,43.52470539,4.225651585,183.9202403,15.4256195,0.455156727,3.375748686
4.607288195,7.410754537,56.9871421,44.55480398,4.227009917,188.3335983,29.29593225,0.410115926,4.411984348
4.33547931,8.02687555,46.3482422,28.553775,4.229319565,120.7630393,25.87632514,0.320539726,3.371313692
3.883331999,6.811643503,55.78007333,35.87621468,4.230861472,151.7872944,34.39732307,0.555010143,5.972206975
6.713317477,4.376756755,53.21840185,56.42230082,4.232764977,238.8223388,26.0627094,0.369381169,4.238840013
4.467999425,7.268479367,43.86473959,26.98225368,4.233476252,114.2287302,24.54670805,0.294296162,3.692571827
3.27247776,5.812596072,68.67598697,52.67249837,4.235730315,223.1064981,50.7128753,0.125031851,2.946333791
2.446698934,3.268934152,59.64427682,26.24920564,4.237984828,111.2437353,42.42467265,0.170590033,3.355673363
4.24297485,5.007986148,43.85382046,25.61355781,4.246460417,108.7669594,33.19938949,0.197309616,3.051981073
2.256314141,2.401489606,50.64869467,17.28910438,4.249921535,73.47733701,54.18424261,0.24133399,4.825960369
4.319026092,5.376974248,50.71973067,33.17853435,4.252808839,141.1019642,46.98005731,0.190246692,3.178105192
2.994270673,3.135314454,54.02168674,25.91526244,4.254180952,110.2482158,42.93043229,0.180328381,3.211317541
3.391381988,6.208622586,52.96977264,28.2465581,4.255992792,120.2171477,28.27792885,0.589390875,6.376868924
4.130587183,2.490763455,40.61006171,22.25252806,4.256021196,94.70723107,48.51489522,0.111471536,2.797533056
3.408578225,4.8501119,40.88787553,18.5438211,4.257571441,78.95164311,30.60272443,0.630436302,7.517981592
2.427235607,4.319115259,67.67715845,37.14303811,4.259561347,158.2130494,34.61218591,0.169672487,3.25645181
4.294032649,4.811785872,50.71917693,32.9858855,4.259623048,140.5074381,26.42362051,0.654261715,8.611388658
3.701875024,5.367209133,47.9511272,25.78809555,4.260917476,109.880947,37.19151411,0.310547963,4.429421188
2.710376509,4.692689065,47.08345498,18.31563593,4.263793328,78.09408629,36.24578164,0.234350664,4.225707446
2.897838918,2.297454147,43.28858293,17.15118099,4.264156941,73.13532749,28.20478472,0.705734995,11.05332697
4.195087882,5.182809824,44.73033495,26.11156006,4.265631231,111.3822861,35.9427809,0.328906526,3.712471546
3.070897098,4.743355807,69.77448743,52.37034465,4.274525908,223.858395,45.20352139,0.21000682,3.206246769
6.16786419,7.882809401,47.46887907,42.24629664,4.27599147,180.6448041,24.00479195,0.420091679,4.368690818
5.648352214,7.95477295,50.83376288,43.56699346,4.279380725,186.4397521,18.32966844,0.390411195,3.046502273
3.270700484,3.885102791,68.17085672,51.30401196,4.281571355,219.661788,50.72773154,0.320334449,4.146693681
3.892788686,4.482098608,45.31318717,24.72797924,4.282017495,105.8856397,44.0717079,0.241956961,3.614533577
3.62500576,6.378939908,56.68041165,34.64821362,4.285961551,148.5009114,37.13500951,0.240765819,3.066698087
2.331144818,2.726209828,60.16501676,25.538959,4.288712263,109.5292466,54.82168196,0.275770269,6.084505747
7.406176464,11.28295074,47.60694107,50.97404794,4.288903556,218.6227755,19.52864254,0.409636649,3.087721531
2.984433096,2.92916625,53.32201716,25.17758332,4.290152538,108.015673,51.85502146,0.220183643,3.987167887
3.225857613,4.548833837,42.16446122,18.35560398,4.293039807,78.80133858,25.54357255,0.621704654,7.983321158
5.285921412,7.485846148,45.59895362,33.91417146,4.293167078,145.5992044,29.11206783,0.2850278,3.640128606
3.609113982,5.653734684,49.30714307,26.37078246,4.296087615,113.2911919,40.00681433,0.18868031,3.667670169
3.108410472,4.968947678,53.40189015,26.29994801,4.297903855,113.0346479,40.58122553,0.195019967,3.670759082
3.952297482,2.331849978,42.9477687,23.11487574,4.300203311,99.3986652,41.4046681,0.330927856,4.234974629
4.318078121,2.869492541,57.69671927,42.91200868,4.30176131,184.5972187,29.30384417,0.480112091,4.963233358
3.552021955,3.672870865,63.41165543,44.59069463,4.302665237,191.8588317,41.14799761,0.164689517,3.005576083
3.656266798,3.057114904,56.22469701,34.34867943,4.306612597,147.9264555,35.44777934,0.580002804,6.121536529
4.499207029,5.368576669,49.49608351,33.09457687,4.30898295,142.6039675,34.08905751,0.299618308,4.262312754
3.384196233,5.293171167,50.22694901,25.54570644,4.309259574,110.08308,40.65356765,0.169879711,3.24832288
3.208387839,5.481307016,72.41089453,63.59084029,4.309296895,274.0318106,24.89302609,0.314958792,4.14924719
4.051950508,2.396034534,41.79701267,22.76072408,4.30939709,98.08499811,47.0478703,0.338514116,4.354070573
5.373317363,3.802695136,59.86656306,58.16346976,4.311865806,250.7930764,40.60392938,0.27006946,2.791037273
3.716013538,3.320721442,55.03942275,33.3938527,4.312307319,144.0045554,47.37516508,0.219482396,3.422264694
6.043666032,7.051728629,46.82607127,40.47453348,4.314658786,174.6338015,23.71034765,0.395082343,3.639421802
2.860426032,4.671327542,68.30147694,45.16650532,4.32303232,195.2562623,42.88347502,0.404974186,5.579800338
2.028719568,2.789619511,55.2411504,18.36840807,4.32971248,79.52992564,42.60148895,0.169488186,3.758377165
4.247081344,6.323592628,43.86810682,25.65114632,4.332216564,111.126321,34.82365553,0.241371908,3.436667795
4.604378199,7.621107504,43.80999979,27.75272144,4.334052046,120.2817391,25.09998482,0.245126939,3.102121219
6.363486019,9.254718289,50.74503401,48.92804526,4.334509538,212.0790788,26.82355389,0.255049433,2.978382865
5.635520686,9.296844387,45.18103166,35.63348732,4.334566666,154.4557263,22.36781323,0.494598448,4.112283954
